ID,Nom,Renvoi dans lettre no
#12197,"Scholderer, Viktor",1884_06
#1079,"Whistler, James Abbott MacNeill",1884_06
#2850,"Blanc, Charles",1884_07
#1301,"Couture, Thomas",1884_07
#10349,"Dubourg, Charlotte",1884_07
#11949,"Dubourg, Hélène",1884_07
#11950,"Dubourg, Jean-Theodore",1884_07
#10351,"Dubourg, Victoria",1884_07
#3673,"Duranty, Louis",1884_07
#10358,"Edwards, Ruth",1884_07
#1127,"Fantin-Latour, Henri",1884_07
#10426,"Keene, Charles Samuel",1884_07
#12206,"Maître, Léon Mme",1884_07
#5917,Millais,1884_07
#10543,"Scholderer, Luise Philippine Conradine",1884_07
#6708,"Scholderer, Otto",1884_07
#12197,"Scholderer, Viktor",1884_07
#10560,"Steinhardt, Karl-Friedrich",1884_07
#2480,"Zola, Emile",1884_07
#1301,"Couture, Thomas",1884_08
#10349,"Dubourg, Charlotte",1884_08
#11949,"Dubourg, Hélène",1884_08
#11950,"Dubourg, Jean-Theodore",1884_08
#10351,"Dubourg, Victoria",1884_08
#3673,"Duranty, Louis",1884_08
#10358,"Edwards, Ruth",1884_08
#1127,"Fantin-Latour, Henri",1884_08
#6708,"Scholderer, Otto",1884_08
#12197,"Scholderer, Viktor",1884_08
#10560,"Steinhardt, Karl-Friedrich",1884_08
#1079,"Whistler, James Abbott MacNeill",1884_08
#2850,"Blanc, Charles",1884_09
#5445,Burne-Jones,1884_09
#10349,"Dubourg, Charlotte",1884_09
#11949,"Dubourg, Hélène",1884_09
#11950,"Dubourg, Jean-Theodore",1884_09
#10351,"Dubourg, Victoria",1884_09
#3673,"Duranty, Louis",1884_09
#1127,"Fantin-Latour, Henri",1884_09
#10482,"Morrison, Madame",1884_09
#10543,"Scholderer, Luise Philippine Conradine",1884_09
#6708,"Scholderer, Otto",1884_09
#12197,"Scholderer, Viktor",1884_09
#1428,"Beethoven, Ludwig van",1884_10
#5075,Berlioz,1884_10
#5508,"Brahms, Johannes",1884_10
#10351,"Dubourg, Victoria",1884_10
#10358,"Edwards, Ruth",1884_10
#10360,"Esch, Mlle",1884_10
#1127,"Fantin-Latour, Henri",1884_10
#5602,Haydn,1884_10
#10483,"Morrison, Monsieur",1884_10
#2393,"Mozart, Wolfgang Amadeus",1884_10
#10543,"Scholderer, Luise Philippine Conradine",1884_10
#6708,"Scholderer, Otto",1884_10
#12197,"Scholderer, Viktor",1884_10
#10064,Schubert,1884_10
#4490,Schumann,1884_10
#6750,"Schumann, Robert",1884_10
#1238,"Wagner, Richard",1884_10
#1163,"Chardin, Jean-Baptiste Siméon",1884_11
#11950,"Dubourg, Jean-Theodore",1884_11
#10351,"Dubourg, Victoria",1884_11
#1127,"Fantin-Latour, Henri",1884_11
#1080,"Lenbach, Franz Seraph von",1884_11
#6431,"Liszt, Franz",1884_11
#10543,"Scholderer, Luise Philippine Conradine",1884_11
#6708,"Scholderer, Otto",1884_11
#12197,"Scholderer, Viktor",1884_11
#1163,"Chardin, Jean-Baptiste Siméon",1884_12
#10349,"Dubourg, Charlotte",1884_12
#11949,"Dubourg, Hélène",1884_12
#11950,"Dubourg, Jean-Theodore",1884_12
#10351,"Dubourg, Victoria",1884_12
#10358,"Edwards, Ruth",1884_12
#1127,"Fantin-Latour, Henri",1884_12
#2090,Lenbach,1884_12
#10543,"Scholderer, Luise Philippine Conradine",1884_12
#6708,"Scholderer, Otto",1884_12
#12197,"Scholderer, Viktor",1884_12
#1079,"Whistler, James Abbott MacNeill",1884_12
#10351,"Dubourg, Victoria",1884_13
#1127,"Fantin-Latour, Henri",1884_13
#6708,"Scholderer, Otto",1884_13
#12197,"Scholderer, Viktor",1884_13
#11949,"Dubourg, Hélène",1885_01
#10358,"Edwards, Ruth",1885_01
#1127,"Fantin-Latour, Henri",1885_01
#10543,"Scholderer, Luise Philippine Conradine",1885_01
#6708,"Scholderer, Otto",1885_01
#12197,"Scholderer, Viktor",1885_01
#10276,"Armitage, Edwards",1885_02
#10299,"Budgett, Sarah",1885_02
#10349,"Dubourg, Charlotte",1885_02
#11949,"Dubourg, Hélène",1885_02
#11950,"Dubourg, Jean-Theodore",1885_02
#10351,"Dubourg, Victoria",1885_02
#10358,"Edwards, Ruth",1885_02
#1127,"Fantin-Latour, Henri",1885_02
#6427,Gladstone,1885_02
#11826,"Leighton, Frederick",1885_02
#5917,Millais,1885_02
#6708,"Scholderer, Otto",1885_02
#12197,"Scholderer, Viktor",1885_02
#1079,"Whistler, James Abbott MacNeill",1885_02
#10349,"Dubourg, Charlotte",1885_03
#11949,"Dubourg, Hélène",1885_03
#11950,"Dubourg, Jean-Theodore",1885_03
#10351,"Dubourg, Victoria",1885_03
#1127,"Fantin-Latour, Henri",1885_03
#1216,"Hugo, Victor",1885_03
#10413,"Israëls, Isaac",1885_03
#81,"Israels, Jozef",1885_03
#12207,"Murray, David",1885_03
#10543,"Scholderer, Luise Philippine Conradine",1885_03
#6708,"Scholderer, Otto",1885_03
#12197,"Scholderer, Viktor",1885_03
#1284,"Uhde, Fritz von",1885_03
#12208,"Chabrier, Emmanuel",1886_01
#3379,"Chodowiecki, Daniel Nikolaus",1886_01
#10349,"Dubourg, Charlotte",1886_01
#11949,"Dubourg, Hélène",1886_01
#11950,"Dubourg, Jean-Theodore",1886_01
#10358,"Edwards, Ruth",1886_01
#1127,"Fantin-Latour, Henri",1886_01
#1216,"Hugo, Victor",1886_01
#10422,"Jullien, Adolphe",1886_01
#12201,"Maître,",1886_01
#3925,"Pigeon, Amédée",1886_01
#10543,"Scholderer, Luise Philippine Conradine",1886_01
#6708,"Scholderer, Otto",1886_01
#3379,"Chodowiecki, Daniel Nikolaus",1886_02
#10349,"Dubourg, Charlotte",1886_02
#11949,"Dubourg, Hélène",1886_02
#11950,"Dubourg, Jean-Theodore",1886_02
#10351,"Dubourg, Victoria",1886_02
#1127,"Fantin-Latour, Henri",1886_02
#10543,"Scholderer, Luise Philippine Conradine",1886_02
#6708,"Scholderer, Otto",1886_02
#12197,"Scholderer, Viktor",1886_02
#10548,"Sickert, Oswald Adalbert",1886_02
#10351,"Dubourg, Victoria",1886_03
#10358,"Edwards, Ruth",1886_03
#1127,"Fantin-Latour, Henri",1886_03
#10539,"Scholderer, Adolphe",1886_03
#6708,"Scholderer, Otto",1886_03
#12197,"Scholderer, Viktor",1886_03
#286,"Thoma, Hans",1886_03
#640,"Corot, Jean-Baptiste Camille",1886_04
#10351,"Dubourg, Victoria",1886_04
#1127,"Fantin-Latour, Henri",1886_04
#10449,"Maître, Edmond",1886_04
#10539,"Scholderer, Adolphe",1886_04
#6708,"Scholderer, Otto",1886_04
#12197,"Scholderer, Viktor",1886_04
#640,"Corot, Jean-Baptiste Camille",1886_05
#10351,"Dubourg, Victoria",1886_05
#1127,"Fantin-Latour, Henri",1886_05
#10539,"Scholderer, Adolphe",1886_05
#6708,"Scholderer, Otto",1886_05
#12197,"Scholderer, Viktor",1886_05
#1504,"Achenbach, Andreas",1886_06
#10270,"Achenbach, Oswald",1886_06
#10301,"Burnitz, Karl Peter",1886_06
#10340,"Dielmann, Jakob Fürchtegott",1886_06
#10349,"Dubourg, Charlotte",1886_06
#11949,"Dubourg, Hélène",1886_06
#11950,"Dubourg, Jean-Theodore",1886_06
#10351,"Dubourg, Victoria",1886_06
#1127,"Fantin-Latour, Henri",1886_06
#11826,"Leighton, Frederick",1886_06
#1080,"Lenbach, Franz Seraph von",1886_06
#10451,"Malss, Gerhard",1886_06
#1171,"Menzel, Adolph",1886_06
#10539,"Scholderer, Adolphe",1886_06
#10540,"Scholderer, Emil",1886_06
#10542,"Scholderer, Ida",1886_06
#10543,"Scholderer, Luise Philippine Conradine",1886_06
#6708,"Scholderer, Otto",1886_06
#11799,"Schreyer, Adolf",1886_06
#10563,"Steinle, Eduard Jakob von",1886_06
#286,"Thoma, Hans",1886_06
#1127,"Fantin-Latour, Henri",1887_01
#10422,"Jullien, Adolphe",1887_01
#6708,"Scholderer, Otto",1887_01
#12197,"Scholderer, Viktor",1887_01
#1238,"Wagner, Richard",1887_01
#5508,"Brahms, Johannes",1887_02
#10351,"Dubourg, Victoria",1887_02
#10358,"Edwards, Ruth",1887_02
#1127,"Fantin-Latour, Henri",1887_02
#10422,"Jullien, Adolphe",1887_02
#10543,"Scholderer, Luise Philippine Conradine",1887_02
#6708,"Scholderer, Otto",1887_02
#12197,"Scholderer, Viktor",1887_02
#1238,"Wagner, Richard",1887_02
#10349,"Dubourg, Charlotte",1887_03
#10358,"Edwards, Ruth",1887_03
#1127,"Fantin-Latour, Henri",1887_03
#12209,"Maître, Léon",1887_03
#6708,"Scholderer, Otto",1887_03
#12197,"Scholderer, Viktor",1887_03
#10351,"Dubourg, Victoria",1887_04
#10358,"Edwards, Ruth",1887_04
#1127,"Fantin-Latour, Henri",1887_04
#10543,"Scholderer, Luise Philippine Conradine",1887_04
#6708,"Scholderer, Otto",1887_04
#12197,"Scholderer, Viktor",1887_04
#10351,"Dubourg, Victoria",1887_05
#1127,"Fantin-Latour, Henri",1887_05
#6708,"Scholderer, Otto",1887_05
#12197,"Scholderer, Viktor",1887_05
#1127,"Fantin-Latour, Henri",1887_06
#2106,Millet,1887_06
#10543,"Scholderer, Luise Philippine Conradine",1887_06
#6708,"Scholderer, Otto",1887_06
#12197,"Scholderer, Viktor",1887_06
#10351,"Dubourg, Victoria",1887_07
#1127,"Fantin-Latour, Henri",1887_07
#10447,"Magnus, Emma",1887_07
#10446,"Magnus, Hermann",1887_07
#12210,"Magnus, Rose",1887_07
#10543,"Scholderer, Luise Philippine Conradine",1887_07
#6708,"Scholderer, Otto",1887_07
#12197,"Scholderer, Viktor",1887_07
#10358,"Edwards, Ruth",1887_08
#1127,"Fantin-Latour, Henri",1887_08
#10447,"Magnus, Emma",1887_08
#12210,"Magnus, Rose",1887_08
#10543,"Scholderer, Luise Philippine Conradine",1887_08
#6708,"Scholderer, Otto",1887_08
#12197,"Scholderer, Viktor",1887_08
#10351,"Dubourg, Victoria",1887_09
#10358,"Edwards, Ruth",1887_09
#1127,"Fantin-Latour, Henri",1887_09
#10539,"Scholderer, Adolphe",1887_09
#10540,"Scholderer, Emil",1887_09
#10541,"Scholderer, Emilie",1887_09
#10543,"Scholderer, Luise Philippine Conradine",1887_09
#6708,"Scholderer, Otto",1887_09
#286,"Thoma, Hans",1887_09
#10349,"Dubourg, Charlotte",1888_01
#11949,"Dubourg, Hélène",1888_01
#11950,"Dubourg, Jean-Theodore",1888_01
#10351,"Dubourg, Victoria",1888_01
#10358,"Edwards, Ruth",1888_01
#10360,"Esch, Mlle",1888_01
#1127,"Fantin-Latour, Henri",1888_01
#10422,"Jullien, Adolphe",1888_01
#10539,"Scholderer, Adolphe",1888_01
#10540,"Scholderer, Emil",1888_01
#10541,"Scholderer, Emilie",1888_01
#10542,"Scholderer, Ida",1888_01
#6708,"Scholderer, Otto",1888_01
#12197,"Scholderer, Viktor",1888_01
#2480,"Zola, Emile",1888_01
#10349,"Dubourg, Charlotte",1888_02
#11949,"Dubourg, Hélène",1888_02
#11950,"Dubourg, Jean-Theodore",1888_02
#10351,"Dubourg, Victoria",1888_02
#10358,"Edwards, Ruth",1888_02
#1127,"Fantin-Latour, Henri",1888_02
#6708,"Scholderer, Otto",1888_02
#10573,"Tolstoï, Léon",1888_02
#2480,"Zola, Emile",1888_02
#1127,"Fantin-Latour, Henri",1888_03
#6708,"Scholderer, Otto",1888_03
#10358,"Edwards, Ruth",1888_04
#1127,"Fantin-Latour, Henri",1888_04
#10543,"Scholderer, Luise Philippine Conradine",1888_04
#6708,"Scholderer, Otto",1888_04
#12197,"Scholderer, Viktor",1888_04
#5075,Berlioz,1888_05
#2453,"Blanche, Jacques Émile",1888_05
#163,"Delacroix, Eugène",1888_05
#10349,"Dubourg, Charlotte",1888_05
#11949,"Dubourg, Hélène",1888_05
#11950,"Dubourg, Jean-Theodore",1888_05
#10351,"Dubourg, Victoria",1888_05
#10358,"Edwards, Ruth",1888_05
#7791,"Etty, William",1888_05
#1127,"Fantin-Latour, Henri",1888_05
#10422,"Jullien, Adolphe",1888_05
#515,"Rousseau, Henri",1888_05
#10541,"Scholderer, Emilie",1888_05
#10543,"Scholderer, Luise Philippine Conradine",1888_05
#6708,"Scholderer, Otto",1888_05
#12197,"Scholderer, Viktor",1888_05
#10548,"Sickert, Oswald Adalbert",1888_05
#1147,"Sickert, Walter",1888_05
#10349,"Dubourg, Charlotte",1888_06
#11949,"Dubourg, Hélène",1888_06
#11950,"Dubourg, Jean-Theodore",1888_06
#10351,"Dubourg, Victoria",1888_06
#1127,"Fantin-Latour, Henri",1888_06
#10541,"Scholderer, Emilie",1888_06
#10543,"Scholderer, Luise Philippine Conradine",1888_06
#6708,"Scholderer, Otto",1888_06
#12197,"Scholderer, Viktor",1888_06
#163,"Delacroix, Eugène",1888_07
#10351,"Dubourg, Victoria",1888_07
#10358,"Edwards, Ruth",1888_07
#7791,"Etty, William",1888_07
#2917,"Fabre, François-Xavier",1888_07
#1127,"Fantin-Latour, Henri",1888_07
#10543,"Scholderer, Luise Philippine Conradine",1888_07
#6708,"Scholderer, Otto",1888_07
#12197,"Scholderer, Viktor",1888_07
#10351,"Dubourg, Victoria",1889_01
#7791,"Etty, William",1889_01
#1127,"Fantin-Latour, Henri",1889_01
#10541,"Scholderer, Emilie",1889_01
#10543,"Scholderer, Luise Philippine Conradine",1889_01
#6708,"Scholderer, Otto",1889_01
#7791,"Etty, William",1889_02
#1127,"Fantin-Latour, Henri",1889_02
#10541,"Scholderer, Emilie",1889_02
#6708,"Scholderer, Otto",1889_02
#10349,"Dubourg, Charlotte",1889_03
#11949,"Dubourg, Hélène",1889_03
#11950,"Dubourg, Jean-Theodore",1889_03
#10351,"Dubourg, Victoria",1889_03
#1127,"Fantin-Latour, Henri",1889_03
#6708,"Scholderer, Otto",1889_03
#10278,"Artz, Constant",1889_04
#5445,Burne-Jones,1889_04
#10358,"Edwards, Ruth",1889_04
#1127,"Fantin-Latour, Henri",1889_04
#7009,Heyerdahl,1889_04
#12211,"Janovski, Marie",1889_04
#84,"Liebermann, Max",1889_04
#10455,"Maris, Jacob",1889_04
#2106,Millet,1889_04
#10543,"Scholderer, Luise Philippine Conradine",1889_04
#6708,"Scholderer, Otto",1889_04
#1284,"Uhde, Fritz von",1889_04
#2006,"Watts, George Frederick",1889_04
#10351,"Dubourg, Victoria",1889_05
#10358,"Edwards, Ruth",1889_05
#1127,"Fantin-Latour, Henri",1889_05
#10543,"Scholderer, Luise Philippine Conradine",1889_05
#6708,"Scholderer, Otto",1889_05
#12197,"Scholderer, Viktor",1889_05
#10349,"Dubourg, Charlotte",1889_06
#11949,"Dubourg, Hélène",1889_06
#10351,"Dubourg, Victoria",1889_06
#10358,"Edwards, Ruth",1889_06
#1127,"Fantin-Latour, Henri",1889_06
#12211,"Janovski, Marie",1889_06
#10417,"Janovski, Sonia",1889_06
#10543,"Scholderer, Luise Philippine Conradine",1889_06
#6708,"Scholderer, Otto",1889_06
#12197,"Scholderer, Viktor",1889_06
#10307,"Carter,",1890_01
#1163,"Chardin, Jean-Baptiste Siméon",1890_01
#10349,"Dubourg, Charlotte",1890_01
#11949,"Dubourg, Hélène",1890_01
#10351,"Dubourg, Victoria",1890_01
#10358,"Edwards, Ruth",1890_01
#1127,"Fantin-Latour, Henri",1890_01
#12211,"Janovski, Marie",1890_01
#10417,"Janovski, Sonia",1890_01
#10543,"Scholderer, Luise Philippine Conradine",1890_01
#6708,"Scholderer, Otto",1890_01
#12197,"Scholderer, Viktor",1890_01
#10351,"Dubourg, Victoria",1890_02
#10360,"Esch, Mlle",1890_02
#1127,"Fantin-Latour, Henri",1890_02
#10543,"Scholderer, Luise Philippine Conradine",1890_02
#6708,"Scholderer, Otto",1890_02
#12197,"Scholderer, Viktor",1890_02
#1127,"Fantin-Latour, Henri",1890_03
#10368,"Fantin-Latour, Marie",1890_03
#8529,Fischer,1890_03
#10543,"Scholderer, Luise Philippine Conradine",1890_03
#6708,"Scholderer, Otto",1890_03
#12197,"Scholderer, Viktor",1890_03
#10307,"Carter,",1890_04
#1116,"Courbet, Gustave",1890_04
#10351,"Dubourg, Victoria",1890_04
#10358,"Edwards, Ruth",1890_04
#1127,"Fantin-Latour, Henri",1890_04
#8529,Fischer,1890_04
#10543,"Scholderer, Luise Philippine Conradine",1890_04
#6708,"Scholderer, Otto",1890_04
#12197,"Scholderer, Viktor",1890_04
#286,"Thoma, Hans",1890_04
#1238,"Wagner, Richard",1890_04
#1127,"Fantin-Latour, Henri",1890_05
#6708,"Scholderer, Otto",1890_05
#12197,"Scholderer, Viktor",1890_05
#12212,"Del Mazo, Juan Bautista Martinez",1890_06
#10349,"Dubourg, Charlotte",1890_06
#11949,"Dubourg, Hélène",1890_06
#10351,"Dubourg, Victoria",1890_06
#10358,"Edwards, Ruth",1890_06
#1127,"Fantin-Latour, Henri",1890_06
#10368,"Fantin-Latour, Marie",1890_06
#10394,"Guthrie, James",1890_06
#8312,"Holbein, Hans",1890_06
#10543,"Scholderer, Luise Philippine Conradine",1890_06
#6708,"Scholderer, Otto",1890_06
#12197,"Scholderer, Viktor",1890_06
#7494,"Vélasquez, Diego",1890_06
#11949,"Dubourg, Hélène",1891_01
#10358,"Edwards, Ruth",1891_01
#1127,"Fantin-Latour, Henri",1891_01
#10394,"Guthrie, James",1891_01
#8581,"Newman, Barnett",1891_01
#10543,"Scholderer, Luise Philippine Conradine",1891_01
#6708,"Scholderer, Otto",1891_01
#12197,"Scholderer, Viktor",1891_01
#12213,"Booth, William",1891_02
#10349,"Dubourg, Charlotte",1891_02
#11949,"Dubourg, Hélène",1891_02
#10351,"Dubourg, Victoria",1891_02
#10358,"Edwards, Ruth",1891_02
#1127,"Fantin-Latour, Henri",1891_02
#10368,"Fantin-Latour, Marie",1891_02
#10394,"Guthrie, James",1891_02
#10417,"Janovski, Sonia",1891_02
#10483,"Morrison, Monsieur",1891_02
#8581,"Newman, Barnett",1891_02
#6708,"Scholderer, Otto",1891_02
#12197,"Scholderer, Viktor",1891_02
#1986,"Berlioz, Hector",1891_03
#10322,"Crachanthorpe, Hubert",1891_03
#10351,"Dubourg, Victoria",1891_03
#10358,"Edwards, Ruth",1891_03
#1127,"Fantin-Latour, Henri",1891_03
#10394,"Guthrie, James",1891_03
#10543,"Scholderer, Luise Philippine Conradine",1891_03
#6708,"Scholderer, Otto",1891_03
#12197,"Scholderer, Viktor",1891_03
#1147,"Sickert, Walter",1891_03
#1238,"Wagner, Richard",1891_03
#1079,"Whistler, James Abbott MacNeill",1891_03
#11949,"Dubourg, Hélène",1891_04
#11950,"Dubourg, Jean-Theodore",1891_04
#10351,"Dubourg, Victoria",1891_04
#10358,"Edwards, Ruth",1891_04
#1127,"Fantin-Latour, Henri",1891_04
#10394,"Guthrie, James",1891_04
#1086,"Manet, Edouard",1891_04
#10543,"Scholderer, Luise Philippine Conradine",1891_04
#6708,"Scholderer, Otto",1891_04
#12197,"Scholderer, Viktor",1891_04
#10569,"Tempelaere, Gustave",1891_04
#11940,"Veronese, Paolo",1891_04
#10322,"Crachanthorpe, Hubert",1891_05
#10349,"Dubourg, Charlotte",1891_05
#11949,"Dubourg, Hélène",1891_05
#10351,"Dubourg, Victoria",1891_05
#1127,"Fantin-Latour, Henri",1891_05
#6708,"Scholderer, Otto",1891_05
#12197,"Scholderer, Viktor",1891_05
#1079,"Whistler, James Abbott MacNeill",1891_05
#10349,"Dubourg, Charlotte",1892_01
#11949,"Dubourg, Hélène",1892_01
#2033,"Dürer, Albrecht",1892_01
#10358,"Edwards, Ruth",1892_01
#1127,"Fantin-Latour, Henri",1892_01
#1086,"Manet, Edouard",1892_01
#10543,"Scholderer, Luise Philippine Conradine",1892_01
#6708,"Scholderer, Otto",1892_01
#12197,"Scholderer, Viktor",1892_01
#1079,"Whistler, James Abbott MacNeill",1892_01
#5445,Burne-Jones,1892_02
#1116,"Courbet, Gustave",1892_02
#10349,"Dubourg, Charlotte",1892_02
#11949,"Dubourg, Hélène",1892_02
#2033,"Dürer, Albrecht",1892_02
#10358,"Edwards, Ruth",1892_02
#1127,"Fantin-Latour, Henri",1892_02
#1086,"Manet, Edouard",1892_02
#11820,"Müller, Otto-Victor",1892_02
#3352,"Müller, Victor",1892_02
#10539,"Scholderer, Adolphe",1892_02
#10540,"Scholderer, Emil",1892_02
#10542,"Scholderer, Ida",1892_02
#10543,"Scholderer, Luise Philippine Conradine",1892_02
#6708,"Scholderer, Otto",1892_02
#12197,"Scholderer, Viktor",1892_02
#2088,Thoma,1892_02
#286,"Thoma, Hans",1892_02
#1079,"Whistler, James Abbott MacNeill",1892_02
#10358,"Edwards, Ruth",1892_03
#1127,"Fantin-Latour, Henri",1892_03
#10403,"Hédiard, Germain",1892_03
#10543,"Scholderer, Luise Philippine Conradine",1892_03
#6708,"Scholderer, Otto",1892_03
#12197,"Scholderer, Viktor",1892_03
#286,"Thoma, Hans",1892_03
#10349,"Dubourg, Charlotte",1892_04
#10351,"Dubourg, Victoria",1892_04
#10358,"Edwards, Ruth",1892_04
#1127,"Fantin-Latour, Henri",1892_04
#10403,"Hédiard, Germain",1892_04
#1086,"Manet, Edouard",1892_04
#10543,"Scholderer, Luise Philippine Conradine",1892_04
#6708,"Scholderer, Otto",1892_04
#12197,"Scholderer, Viktor",1892_04
#10349,"Dubourg, Charlotte",1892_05
#10351,"Dubourg, Victoria",1892_05
#1127,"Fantin-Latour, Henri",1892_05
#10543,"Scholderer, Luise Philippine Conradine",1892_05
#6708,"Scholderer, Otto",1892_05
#12197,"Scholderer, Viktor",1892_05
#10349,"Dubourg, Charlotte",1893_01
#11949,"Dubourg, Hélène",1893_01
#10351,"Dubourg, Victoria",1893_01
#1127,"Fantin-Latour, Henri",1893_01
#10543,"Scholderer, Luise Philippine Conradine",1893_01
#6708,"Scholderer, Otto",1893_01
#12197,"Scholderer, Viktor",1893_01
#4490,Schumann,1893_01
#10349,"Dubourg, Charlotte",1893_02
#11949,"Dubourg, Hélène",1893_02
#10351,"Dubourg, Victoria",1893_02
#1127,"Fantin-Latour, Henri",1893_02
#10543,"Scholderer, Luise Philippine Conradine",1893_02
#6708,"Scholderer, Otto",1893_02
#12197,"Scholderer, Viktor",1893_02
#10349,"Dubourg, Charlotte",1894_01
#11949,"Dubourg, Hélène",1894_01
#10351,"Dubourg, Victoria",1894_01
#2033,"Dürer, Albrecht",1894_01
#7791,"Etty, William",1894_01
#1127,"Fantin-Latour, Henri",1894_01
#11826,"Leighton, Frederick",1894_01
#10441,"Linton, James Dromgole",1894_01
#6708,"Scholderer, Otto",1894_01
#12197,"Scholderer, Viktor",1894_01
#10565,"Stothard, Thomas",1894_01
#5075,Berlioz,1894_02
#10349,"Dubourg, Charlotte",1894_02
#11949,"Dubourg, Hélène",1894_02
#10351,"Dubourg, Victoria",1894_02
#2033,"Dürer, Albrecht",1894_02
#10358,"Edwards, Ruth",1894_02
#7791,"Etty, William",1894_02
#1127,"Fantin-Latour, Henri",1894_02
#11638,"Rossini, Pascal",1894_02
#10539,"Scholderer, Adolphe",1894_02
#10543,"Scholderer, Luise Philippine Conradine",1894_02
#6708,"Scholderer, Otto",1894_02
#12197,"Scholderer, Viktor",1894_02
#286,"Thoma, Hans",1894_02
#7494,"Vélasquez, Diego",1894_02
#10349,"Dubourg, Charlotte",1894_03
#11949,"Dubourg, Hélène",1894_03
#10351,"Dubourg, Victoria",1894_03
#1232,"Durand-Ruel, Paul",1894_03
#10358,"Edwards, Ruth",1894_03
#1127,"Fantin-Latour, Henri",1894_03
#1216,"Hugo, Victor",1894_03
#12214,"Lamartine,",1894_03
#1086,"Manet, Edouard",1894_03
#10539,"Scholderer, Adolphe",1894_03
#10543,"Scholderer, Luise Philippine Conradine",1894_03
#6708,"Scholderer, Otto",1894_03
#12197,"Scholderer, Viktor",1894_03
#286,"Thoma, Hans",1894_03
#7494,"Vélasquez, Diego",1894_03
#12215,"Vigny,",1894_03
#10307,"Carter,",1894_04
#10351,"Dubourg, Victoria",1894_04
#1127,"Fantin-Latour, Henri",1894_04
#1216,"Hugo, Victor",1894_04
#2218,Legros,1894_04
#1086,"Manet, Edouard",1894_04
#10543,"Scholderer, Luise Philippine Conradine",1894_04
#6708,"Scholderer, Otto",1894_04
#12197,"Scholderer, Viktor",1894_04
#10349,"Dubourg, Charlotte",1894_05
#11949,"Dubourg, Hélène",1894_05
#10351,"Dubourg, Victoria",1894_05
#1127,"Fantin-Latour, Henri",1894_05
#10543,"Scholderer, Luise Philippine Conradine",1894_05
#6708,"Scholderer, Otto",1894_05
#12197,"Scholderer, Viktor",1894_05
#10569,"Tempelaere, Gustave",1894_05
#11949,"Dubourg, Hélène",1894_06
#11950,"Dubourg, Jean-Theodore",1894_06
#10351,"Dubourg, Victoria",1894_06
#10358,"Edwards, Ruth",1894_06
#1127,"Fantin-Latour, Henri",1894_06
#10543,"Scholderer, Luise Philippine Conradine",1894_06
#6708,"Scholderer, Otto",1894_06
#12197,"Scholderer, Viktor",1894_06
#286,"Thoma, Hans",1894_06
#10358,"Edwards, Ruth",1895_01
#1127,"Fantin-Latour, Henri",1895_01
#10543,"Scholderer, Luise Philippine Conradine",1895_01
#6708,"Scholderer, Otto",1895_01
#10349,"Dubourg, Charlotte",1895_02
#11949,"Dubourg, Hélène",1895_02
#10351,"Dubourg, Victoria",1895_02
#10358,"Edwards, Ruth",1895_02
#1127,"Fantin-Latour, Henri",1895_02
#10543,"Scholderer, Luise Philippine Conradine",1895_02
#6708,"Scholderer, Otto",1895_02
#12197,"Scholderer, Viktor",1895_02
#7494,"Vélasquez, Diego",1895_02
#10349,"Dubourg, Charlotte",1895_03
#11949,"Dubourg, Hélène",1895_03
#10358,"Edwards, Ruth",1895_03
#1127,"Fantin-Latour, Henri",1895_03
#10543,"Scholderer, Luise Philippine Conradine",1895_03
#6708,"Scholderer, Otto",1895_03
#12197,"Scholderer, Viktor",1895_03
#10349,"Dubourg, Charlotte",1896_01
#10351,"Dubourg, Victoria",1896_01
#7791,"Etty, William",1896_01
#1127,"Fantin-Latour, Henri",1896_01
#10368,"Fantin-Latour, Marie",1896_01
#6708,"Scholderer, Otto",1896_01
#12197,"Scholderer, Viktor",1896_01
#7494,"Vélasquez, Diego",1896_01
#10297,"Breul,",1896_02
#640,"Corot, Jean-Baptiste Camille",1896_02
#2455,"Diaz de la Pena, Narcisse",1896_02
#10349,"Dubourg, Charlotte",1896_02
#1430,Dupré,1896_02
#12216,"Faliero, Marino",1896_02
#1127,"Fantin-Latour, Henri",1896_02
#1505,"Justi, Carl",1896_02
#11826,"Leighton, Frederick",1896_02
#10503,"Poynter, Edward James",1896_02
#515,"Rousseau, Henri",1896_02
#6708,"Scholderer, Otto",1896_02
#12197,"Scholderer, Viktor",1896_02
#7494,"Vélasquez, Diego",1896_02
#10297,"Breul,",1896_03
#640,"Corot, Jean-Baptiste Camille",1896_03
#1089,"Daumier, Honoré",1896_03
#2455,"Diaz de la Pena, Narcisse",1896_03
#10349,"Dubourg, Charlotte",1896_03
#11949,"Dubourg, Hélène",1896_03
#10358,"Edwards, Ruth",1896_03
#1127,"Fantin-Latour, Henri",1896_03
#11826,"Leighton, Frederick",1896_03
#1063,"Millet, Jean-François",1896_03
#515,"Rousseau, Henri",1896_03
#10543,"Scholderer, Luise Philippine Conradine",1896_03
#6708,"Scholderer, Otto",1896_03
#12197,"Scholderer, Viktor",1896_03
#7494,"Vélasquez, Diego",1896_03
#5075,Berlioz,1896_04
#1089,"Daumier, Honoré",1896_04
#1127,"Fantin-Latour, Henri",1896_04
#11826,"Leighton, Frederick",1896_04
#2106,Millet,1896_04
#6708,"Scholderer, Otto",1896_04
#12217,"Sedelmeyer, Charles",1896_04
