ID,Nom,Renvoi dans lettre no
#10387,"Goff,",1879_05
#1171,"Menzel, Adolph",1879_05
#2393,"Mozart, Wolfgang Amadeus",1879_05
#10543,"Scholderer, Luise Philippine Conradine",1879_05
#6708,"Scholderer, Otto",1879_05
#286,"Thoma, Hans",1879_05
#1238,"Wagner, Richard",1879_05
#10587,"Wilt, Marianne",1879_05
#1986,"Berlioz, Hector",1879_06
#10303,"Callimaki-Catargi, Eva",1879_06
#10351,"Dubourg, Victoria",1879_06
#10357,"Edwards, Edwin",1879_06
#10358,"Edwards, Ruth",1879_06
#10347,"Eiser, Otto",1879_06
#10360,"Esch, Mlle",1879_06
#1127,"Fantin-Latour, Henri",1879_06
#2390,"Goethe, Johann Wolfgang von",1879_06
#10387,"Goff,",1879_06
#1171,"Menzel, Adolph",1879_06
#10523,"Riesener, Mlle",1879_06
#10543,"Scholderer, Luise Philippine Conradine",1879_06
#6708,"Scholderer, Otto",1879_06
#6750,"Schumann, Robert",1879_06
#286,"Thoma, Hans",1879_06
#1238,"Wagner, Richard",1879_06
#2314,"Balzac, Honoré de",1879_07
#5820,"Bellini, Giovanni",1879_07
#4546,"Cornelius, Peter von",1879_07
#1197,"David, Jacques-Louis",1879_07
#10351,"Dubourg, Victoria",1879_07
#10357,"Edwards, Edwin",1879_07
#10358,"Edwards, Ruth",1879_07
#10360,"Esch, Mlle",1879_07
#1127,"Fantin-Latour, Henri",1879_07
#10311,"Gellée, Claude",1879_07
#4472,Giorgione,1879_07
#2400,"Hals, Frans",1879_07
#1499,Holbein,1879_07
#1171,"Menzel, Adolph",1879_07
#7079,"Richter, Jean-Paul",1879_07
#10543,"Scholderer, Luise Philippine Conradine",1879_07
#6708,"Scholderer, Otto",1879_07
#3277,"Steen, Jan",1879_07
#10351,"Dubourg, Victoria",1879_08
#10360,"Esch, Mlle",1879_08
#1127,"Fantin-Latour, Henri",1879_08
#3352,"Müller, Victor",1879_08
#10543,"Scholderer, Luise Philippine Conradine",1879_08
#6708,"Scholderer, Otto",1879_08
#10548,"Sickert, Oswald Adalbert",1879_08
#10357,"Edwards, Edwin",1879_09
#10358,"Edwards, Ruth",1879_09
#10360,"Esch, Mlle",1879_09
#6118,Fabre,1879_09
#1127,"Fantin-Latour, Henri",1879_09
#5917,Millais,1879_09
#5169,Ruskin,1879_09
#10543,"Scholderer, Luise Philippine Conradine",1879_09
#6708,"Scholderer, Otto",1879_09
#10548,"Sickert, Oswald Adalbert",1879_09
#1079,"Whistler, James Abbott MacNeill",1879_09
#10351,"Dubourg, Victoria",1879_10
#10357,"Edwards, Edwin",1879_10
#10358,"Edwards, Ruth",1879_10
#10360,"Esch, Mlle",1879_10
#1127,"Fantin-Latour, Henri",1879_10
#10543,"Scholderer, Luise Philippine Conradine",1879_10
#6708,"Scholderer, Otto",1879_10
#2918,"Bazille, Frédéric",1879_11
#716,"Cézanne, Paul",1879_11
#463,"Degas, Edgar",1879_11
#163,"Delacroix, Eugène",1879_11
#10344,"Dreyfus, Alfred",1879_11
#10349,"Dubourg, Charlotte",1879_11
#10351,"Dubourg, Victoria",1879_11
#10357,"Edwards, Edwin",1879_11
#10358,"Edwards, Ruth",1879_11
#10360,"Esch, Mlle",1879_11
#6118,Fabre,1879_11
#1127,"Fantin-Latour, Henri",1879_11
#7427,"Ingres, Jean-Auguste-Dominique",1879_11
#1086,"Manet, Edouard",1879_11
#1078,"Monet, Claude",1879_11
#1152,"Morisot, Berthe",1879_11
#1072,"Pissarro, Camille",1879_11
#1154,"Renoir, Auguste",1879_11
#10522,"Riesener, Léon",1879_11
#5169,Ruskin,1879_11
#10543,"Scholderer, Luise Philippine Conradine",1879_11
#6708,"Scholderer, Otto",1879_11
#558,"Sisley, Alfred",1879_11
#1079,"Whistler, James Abbott MacNeill",1879_11
#2480,"Zola, Emile",1879_11
#6118,Fabre,1879_12
#1127,"Fantin-Latour, Henri",1879_12
#6708,"Scholderer, Otto",1879_12
#4546,"Cornelius, Peter von",1879_13
#1116,"Courbet, Gustave",1879_13
#10351,"Dubourg, Victoria",1879_13
#10357,"Edwards, Edwin",1879_13
#10358,"Edwards, Ruth",1879_13
#10360,"Esch, Mlle",1879_13
#6118,Fabre,1879_13
#1127,"Fantin-Latour, Henri",1879_13
#10391,"Goupil, Adolphe",1879_13
#1267,"Legros, Alphonse",1879_13
#1171,"Menzel, Adolph",1879_13
#5917,Millais,1879_13
#10522,"Riesener, Léon",1879_13
#10543,"Scholderer, Luise Philippine Conradine",1879_13
#6708,"Scholderer, Otto",1879_13
#1079,"Whistler, James Abbott MacNeill",1879_13
#10276,"Armitage, Edwards",1879_14
#7818,"Bonvin, Francois",1879_14
#1074,"Boudin, Eugène",1879_14
#1266,"Bracquemond, Felix",1879_14
#6243,"Cazin, Jean Charles",1879_14
#10351,"Dubourg, Victoria",1879_14
#10357,"Edwards, Edwin",1879_14
#10358,"Edwards, Ruth",1879_14
#10360,"Esch, Mlle",1879_14
#6118,Fabre,1879_14
#1127,"Fantin-Latour, Henri",1879_14
#10366,"Fantin-Latour, Jean-Théodore",1879_14
#10367,"Fantin-Latour, Nathalie",1879_14
#1267,"Legros, Alphonse",1879_14
#1086,"Manet, Edouard",1879_14
#10522,"Riesener, Léon",1879_14
#10543,"Scholderer, Luise Philippine Conradine",1879_14
#6708,"Scholderer, Otto",1879_14
#1079,"Whistler, James Abbott MacNeill",1879_14
#163,"Delacroix, Eugène",1879_15
#10351,"Dubourg, Victoria",1879_15
#10357,"Edwards, Edwin",1879_15
#10358,"Edwards, Ruth",1879_15
#10360,"Esch, Mlle",1879_15
#6118,Fabre,1879_15
#1127,"Fantin-Latour, Henri",1879_15
#10522,"Riesener, Léon",1879_15
#10543,"Scholderer, Luise Philippine Conradine",1879_15
#6708,"Scholderer, Otto",1879_15
#6750,"Schumann, Robert",1879_15
#6243,"Cazin, Jean Charles",1879_16
#10351,"Dubourg, Victoria",1879_16
#10360,"Esch, Mlle",1879_16
#6118,Fabre,1879_16
#1127,"Fantin-Latour, Henri",1879_16
#10543,"Scholderer, Luise Philippine Conradine",1879_16
#6708,"Scholderer, Otto",1879_16
#6243,"Cazin, Jean Charles",1879_17
#10360,"Esch, Mlle",1879_17
#1127,"Fantin-Latour, Henri",1879_17
#10449,"Maître, Edmond",1879_17
#10543,"Scholderer, Luise Philippine Conradine",1879_17
#6708,"Scholderer, Otto",1879_17
#10351,"Dubourg, Victoria",1879_18
#10358,"Edwards, Ruth",1879_18
#10360,"Esch, Mlle",1879_18
#1127,"Fantin-Latour, Henri",1879_18
#5139,Riesener,1879_18
#10543,"Scholderer, Luise Philippine Conradine",1879_18
#6708,"Scholderer, Otto",1879_18
#8319,Titien,1879_18
#10351,"Dubourg, Victoria",1879_19
#10357,"Edwards, Edwin",1879_19
#1127,"Fantin-Latour, Henri",1879_19
#6708,"Scholderer, Otto",1879_19
#10548,"Sickert, Oswald Adalbert",1879_19
#2455,"Diaz de la Pena, Narcisse",1879_20
#10349,"Dubourg, Charlotte",1879_20
#10351,"Dubourg, Victoria",1879_20
#10360,"Esch, Mlle",1879_20
#1127,"Fantin-Latour, Henri",1879_20
#1063,"Millet, Jean-François",1879_20
#2021,"Rousseau, Théodore",1879_20
#6708,"Scholderer, Otto",1879_20
#1079,"Whistler, James Abbott MacNeill",1879_20
#5508,"Brahms, Johannes",1879_21
#3372,"Constable, John",1879_21
#10349,"Dubourg, Charlotte",1879_21
#11949,"Dubourg, Hélène",1879_21
#11950,"Dubourg, Jean-Theodore",1879_21
#10351,"Dubourg, Victoria",1879_21
#3673,"Duranty, Louis",1879_21
#10357,"Edwards, Edwin",1879_21
#10358,"Edwards, Ruth",1879_21
#10360,"Esch, Mlle",1879_21
#1127,"Fantin-Latour, Henri",1879_21
#10426,"Keene, Charles Samuel",1879_21
#1267,"Legros, Alphonse",1879_21
#1249,"Lhermitte, Léon",1879_21
#2393,"Mozart, Wolfgang Amadeus",1879_21
#6708,"Scholderer, Otto",1879_21
#6750,"Schumann, Robert",1879_21
#1986,"Berlioz, Hector",1879_22
#10351,"Dubourg, Victoria",1879_22
#3673,"Duranty, Louis",1879_22
#10357,"Edwards, Edwin",1879_22
#10358,"Edwards, Ruth",1879_22
#10360,"Esch, Mlle",1879_22
#1127,"Fantin-Latour, Henri",1879_22
#10543,"Scholderer, Luise Philippine Conradine",1879_22
#6708,"Scholderer, Otto",1879_22
#286,"Thoma, Hans",1879_22
#1986,"Berlioz, Hector",1880_01
#10349,"Dubourg, Charlotte",1880_01
#11949,"Dubourg, Hélène",1880_01
#11950,"Dubourg, Jean-Theodore",1880_01
#10351,"Dubourg, Victoria",1880_01
#10358,"Edwards, Ruth",1880_01
#10360,"Esch, Mlle",1880_01
#1127,"Fantin-Latour, Henri",1880_01
#2390,"Goethe, Johann Wolfgang von",1880_01
#6708,"Scholderer, Otto",1880_01
#286,"Thoma, Hans",1880_01
#1986,"Berlioz, Hector",1880_02
#5508,"Brahms, Johannes",1880_02
#6243,"Cazin, Jean Charles",1880_02
#11947,"Cazin, Marie",1880_02
#10349,"Dubourg, Charlotte",1880_02
#11949,"Dubourg, Hélène",1880_02
#11950,"Dubourg, Jean-Theodore",1880_02
#10351,"Dubourg, Victoria",1880_02
#10358,"Edwards, Ruth",1880_02
#1127,"Fantin-Latour, Henri",1880_02
#2390,"Goethe, Johann Wolfgang von",1880_02
#10543,"Scholderer, Luise Philippine Conradine",1880_02
#6708,"Scholderer, Otto",1880_02
#6750,"Schumann, Robert",1880_02
#286,"Thoma, Hans",1880_02
#1238,"Wagner, Richard",1880_02
#10351,"Dubourg, Victoria",1880_03
#3673,"Duranty, Louis",1880_03
#10360,"Esch, Mlle",1880_03
#1127,"Fantin-Latour, Henri",1880_03
#10523,"Riesener, Mlle",1880_03
#6708,"Scholderer, Otto",1880_03
#10358,"Edwards, Ruth",1880_04
#1127,"Fantin-Latour, Henri",1880_04
#6708,"Scholderer, Otto",1880_04
#6243,"Cazin, Jean Charles",1880_05
#10351,"Dubourg, Victoria",1880_05
#3673,"Duranty, Louis",1880_05
#10358,"Edwards, Ruth",1880_05
#10360,"Esch, Mlle",1880_05
#6118,Fabre,1880_05
#1127,"Fantin-Latour, Henri",1880_05
#8312,"Holbein, Hans",1880_05
#1249,"Lhermitte, Léon",1880_05
#1171,"Menzel, Adolph",1880_05
#5917,Millais,1880_05
#10543,"Scholderer, Luise Philippine Conradine",1880_05
#6708,"Scholderer, Otto",1880_05
#286,"Thoma, Hans",1880_05
#6243,"Cazin, Jean Charles",1880_06
#463,"Degas, Edgar",1880_06
#10351,"Dubourg, Victoria",1880_06
#3673,"Duranty, Louis",1880_06
#10360,"Esch, Mlle",1880_06
#1127,"Fantin-Latour, Henri",1880_06
#1249,"Lhermitte, Léon",1880_06
#1171,"Menzel, Adolph",1880_06
#5917,Millais,1880_06
#10543,"Scholderer, Luise Philippine Conradine",1880_06
#6708,"Scholderer, Otto",1880_06
#6243,"Cazin, Jean Charles",1880_07
#10351,"Dubourg, Victoria",1880_07
#3673,"Duranty, Louis",1880_07
#10358,"Edwards, Ruth",1880_07
#10360,"Esch, Mlle",1880_07
#6118,Fabre,1880_07
#1127,"Fantin-Latour, Henri",1880_07
#10419,"Jones, Madame",1880_07
#1249,"Lhermitte, Léon",1880_07
#5917,Millais,1880_07
#3900,"Roth, Joseph",1880_07
#10543,"Scholderer, Luise Philippine Conradine",1880_07
#6708,"Scholderer, Otto",1880_07
#1079,"Whistler, James Abbott MacNeill",1880_07
#10583,"White, Mrs.",1880_07
#6243,"Cazin, Jean Charles",1880_08
#10358,"Edwards, Ruth",1880_08
#10360,"Esch, Mlle",1880_08
#1127,"Fantin-Latour, Henri",1880_08
#10419,"Jones, Madame",1880_08
#1249,"Lhermitte, Léon",1880_08
#10467,"Meyer, Madame",1880_08
#10532,"Roth, Madame",1880_08
#6708,"Scholderer, Otto",1880_08
#1079,"Whistler, James Abbott MacNeill",1880_08
#1161,Bastien-Lepage,1880_09
#10303,"Callimaki-Catargi, Eva",1880_09
#6243,"Cazin, Jean Charles",1880_09
#11947,"Cazin, Marie",1880_09
#10349,"Dubourg, Charlotte",1880_09
#11949,"Dubourg, Hélène",1880_09
#11950,"Dubourg, Jean-Theodore",1880_09
#10360,"Esch, Mlle",1880_09
#1127,"Fantin-Latour, Henri",1880_09
#7427,"Ingres, Jean-Auguste-Dominique",1880_09
#1249,"Lhermitte, Léon",1880_09
#10541,"Scholderer, Emilie",1880_09
#6708,"Scholderer, Otto",1880_09
#10567,"Taylor, Tom",1880_09
#1161,Bastien-Lepage,1880_10
#10303,"Callimaki-Catargi, Eva",1880_10
#10349,"Dubourg, Charlotte",1880_10
#11949,"Dubourg, Hélène",1880_10
#11950,"Dubourg, Jean-Theodore",1880_10
#10351,"Dubourg, Victoria",1880_10
#10360,"Esch, Mlle",1880_10
#1127,"Fantin-Latour, Henri",1880_10
#6708,"Scholderer, Otto",1880_10
#1079,"Whistler, James Abbott MacNeill",1880_10
#10351,"Dubourg, Victoria",1880_11
#10358,"Edwards, Ruth",1880_11
#10360,"Esch, Mlle",1880_11
#1127,"Fantin-Latour, Henri",1880_11
#10543,"Scholderer, Luise Philippine Conradine",1880_11
#6708,"Scholderer, Otto",1880_11
#12197,"Scholderer, Viktor",1880_11
#10351,"Dubourg, Victoria",1880_12
#3673,"Duranty, Louis",1880_12
#10358,"Edwards, Ruth",1880_12
#1127,"Fantin-Latour, Henri",1880_12
#10426,"Keene, Charles Samuel",1880_12
#1171,"Menzel, Adolph",1880_12
#10543,"Scholderer, Luise Philippine Conradine",1880_12
#6708,"Scholderer, Otto",1880_12
#12197,"Scholderer, Viktor",1880_12
#10351,"Dubourg, Victoria",1880_13
#10358,"Edwards, Ruth",1880_13
#1127,"Fantin-Latour, Henri",1880_13
#1171,"Menzel, Adolph",1880_13
#10543,"Scholderer, Luise Philippine Conradine",1880_13
#6708,"Scholderer, Otto",1880_13
#10351,"Dubourg, Victoria",1880_14
#10360,"Esch, Mlle",1880_14
#6118,Fabre,1880_14
#1127,"Fantin-Latour, Henri",1880_14
#10543,"Scholderer, Luise Philippine Conradine",1880_14
#6708,"Scholderer, Otto",1880_14
#12197,"Scholderer, Viktor",1880_14
#10336,"Deschamps, Charles W.",1880_15
#10351,"Dubourg, Victoria",1880_15
#3673,"Duranty, Louis",1880_15
#10358,"Edwards, Ruth",1880_15
#10360,"Esch, Mlle",1880_15
#1127,"Fantin-Latour, Henri",1880_15
#10426,"Keene, Charles Samuel",1880_15
#1171,"Menzel, Adolph",1880_15
#10543,"Scholderer, Luise Philippine Conradine",1880_15
#6708,"Scholderer, Otto",1880_15
#1153,"Cassatt, Mary",1880_16
#463,"Degas, Edgar",1880_16
#12203,"Desboutin,",1880_16
#10351,"Dubourg, Victoria",1880_16
#3673,"Duranty, Louis",1880_16
#12202,"Duranty, Madame",1880_16
#10360,"Esch, Mlle",1880_16
#1127,"Fantin-Latour, Henri",1880_16
#1171,"Menzel, Adolph",1880_16
#1072,"Pissarro, Camille",1880_16
#10543,"Scholderer, Luise Philippine Conradine",1880_16
#6708,"Scholderer, Otto",1880_16
#12197,"Scholderer, Viktor",1880_16
#1079,"Whistler, James Abbott MacNeill",1880_16
#10303,"Callimaki-Catargi, Eva",1880_17
#6243,"Cazin, Jean Charles",1880_17
#10351,"Dubourg, Victoria",1880_17
#10357,"Edwards, Edwin",1880_17
#10358,"Edwards, Ruth",1880_17
#1127,"Fantin-Latour, Henri",1880_17
#1267,"Legros, Alphonse",1880_17
#1086,"Manet, Edouard",1880_17
#8316,Rembrandt,1880_17
#6041,"Rochefort, Henri",1880_17
#6708,"Scholderer, Otto",1880_17
#12197,"Scholderer, Viktor",1880_17
#1079,"Whistler, James Abbott MacNeill",1880_17
#1986,"Berlioz, Hector",1880_18
#10303,"Callimaki-Catargi, Eva",1880_18
#6243,"Cazin, Jean Charles",1880_18
#10351,"Dubourg, Victoria",1880_18
#10357,"Edwards, Edwin",1880_18
#10358,"Edwards, Ruth",1880_18
#10360,"Esch, Mlle",1880_18
#1127,"Fantin-Latour, Henri",1880_18
#6041,"Rochefort, Henri",1880_18
#10543,"Scholderer, Luise Philippine Conradine",1880_18
#6708,"Scholderer, Otto",1880_18
#12197,"Scholderer, Viktor",1880_18
#1079,"Whistler, James Abbott MacNeill",1880_18
#10303,"Callimaki-Catargi, Eva",1880_19
#6243,"Cazin, Jean Charles",1880_19
#10351,"Dubourg, Victoria",1880_19
#10358,"Edwards, Ruth",1880_19
#10360,"Esch, Mlle",1880_19
#1127,"Fantin-Latour, Henri",1880_19
#10426,"Keene, Charles Samuel",1880_19
#6708,"Scholderer, Otto",1880_19
#12197,"Scholderer, Viktor",1880_19
#1079,"Whistler, James Abbott MacNeill",1880_19
#463,"Degas, Edgar",1881_01
#3673,"Duranty, Louis",1881_01
#12202,"Duranty, Madame",1881_01
#10358,"Edwards, Ruth",1881_01
#10360,"Esch, Mlle",1881_01
#1127,"Fantin-Latour, Henri",1881_01
#6242,"Gebhardt, Edward Karl Franz",1881_01
#1171,"Menzel, Adolph",1881_01
#10543,"Scholderer, Luise Philippine Conradine",1881_01
#6708,"Scholderer, Otto",1881_01
#12197,"Scholderer, Viktor",1881_01
#286,"Thoma, Hans",1881_01
#10351,"Dubourg, Victoria",1881_02
#3673,"Duranty, Louis",1881_02
#12202,"Duranty, Madame",1881_02
#10360,"Esch, Mlle",1881_02
#1127,"Fantin-Latour, Henri",1881_02
#6242,"Gebhardt, Edward Karl Franz",1881_02
#1171,"Menzel, Adolph",1881_02
#10543,"Scholderer, Luise Philippine Conradine",1881_02
#6708,"Scholderer, Otto",1881_02
#12197,"Scholderer, Viktor",1881_02
#286,"Thoma, Hans",1881_02
#12199,"Beaconsfield,",1881_03
#6243,"Cazin, Jean Charles",1881_03
#10358,"Edwards, Ruth",1881_03
#1127,"Fantin-Latour, Henri",1881_03
#11826,"Leighton, Frederick",1881_03
#5917,Millais,1881_03
#10523,"Riesener, Mlle",1881_03
#10543,"Scholderer, Luise Philippine Conradine",1881_03
#6708,"Scholderer, Otto",1881_03
#12197,"Scholderer, Viktor",1881_03
#12198,"Tennyson, Alfred",1881_03
#1079,"Whistler, James Abbott MacNeill",1881_03
#10303,"Callimaki-Catargi, Eva",1881_04
#6243,"Cazin, Jean Charles",1881_04
#10349,"Dubourg, Charlotte",1881_04
#10351,"Dubourg, Victoria",1881_04
#10358,"Edwards, Ruth",1881_04
#1127,"Fantin-Latour, Henri",1881_04
#5917,Millais,1881_04
#10523,"Riesener, Mlle",1881_04
#6708,"Scholderer, Otto",1881_04
#1079,"Whistler, James Abbott MacNeill",1881_04
#1127,"Fantin-Latour, Henri",1881_05
#10449,"Maître, Edmond",1881_05
#6708,"Scholderer, Otto",1881_05
#10548,"Sickert, Oswald Adalbert",1881_05
#1127,"Fantin-Latour, Henri",1881_06
#10449,"Maître, Edmond",1881_06
#10543,"Scholderer, Luise Philippine Conradine",1881_06
#6708,"Scholderer, Otto",1881_06
#12197,"Scholderer, Viktor",1881_06
#10548,"Sickert, Oswald Adalbert",1881_06
#9825,"Barye, Antoine-Louis",1881_07
#1341,"Chassériau, Théodore",1881_07
#640,"Corot, Jean-Baptiste Camille",1881_07
#163,"Delacroix, Eugène",1881_07
#2164,Diaz,1881_07
#1136,"Dupré, Jules",1881_07
#10358,"Edwards, Ruth",1881_07
#1127,"Fantin-Latour, Henri",1881_07
#1291,"Rousseau, Théodor Auguste",1881_07
#6708,"Scholderer, Otto",1881_07
#12197,"Scholderer, Viktor",1881_07
#163,"Delacroix, Eugène",1881_08
#2164,Diaz,1881_08
#10349,"Dubourg, Charlotte",1881_08
#11949,"Dubourg, Hélène",1881_08
#10351,"Dubourg, Victoria",1881_08
#1127,"Fantin-Latour, Henri",1881_08
#1291,"Rousseau, Théodor Auguste",1881_08
#10543,"Scholderer, Luise Philippine Conradine",1881_08
#6708,"Scholderer, Otto",1881_08
#12197,"Scholderer, Viktor",1881_08
#1428,"Beethoven, Ludwig van",1881_09
#10349,"Dubourg, Charlotte",1881_09
#10351,"Dubourg, Victoria",1881_09
#1127,"Fantin-Latour, Henri",1881_09
#2389,"Schiller, Johann Christoph Friedrich von",1881_09
#6708,"Scholderer, Otto",1881_09
#12197,"Scholderer, Viktor",1881_09
#10351,"Dubourg, Victoria",1881_10
#1127,"Fantin-Latour, Henri",1881_10
#3082,"Ostade, Adrien van",1881_10
#8316,Rembrandt,1881_10
#6708,"Scholderer, Otto",1881_10
#12197,"Scholderer, Viktor",1881_10
#10548,"Sickert, Oswald Adalbert",1881_10
#2991,"Teniers, David dit le jeune",1881_10
#10351,"Dubourg, Victoria",1881_11
#10358,"Edwards, Ruth",1881_11
#10360,"Esch, Mlle",1881_11
#1127,"Fantin-Latour, Henri",1881_11
#10543,"Scholderer, Luise Philippine Conradine",1881_11
#6708,"Scholderer, Otto",1881_11
#12197,"Scholderer, Viktor",1881_11
#10548,"Sickert, Oswald Adalbert",1881_11
#10351,"Dubourg, Victoria",1881_12
#10358,"Edwards, Ruth",1881_12
#1127,"Fantin-Latour, Henri",1881_12
#10426,"Keene, Charles Samuel",1881_12
#10522,"Riesener, Léon",1881_12
#10541,"Scholderer, Emilie",1881_12
#10543,"Scholderer, Luise Philippine Conradine",1881_12
#6708,"Scholderer, Otto",1881_12
#12197,"Scholderer, Viktor",1881_12
#10548,"Sickert, Oswald Adalbert",1881_12
#10351,"Dubourg, Victoria",1881_13
#10358,"Edwards, Ruth",1881_13
#1127,"Fantin-Latour, Henri",1881_13
#10543,"Scholderer, Luise Philippine Conradine",1881_13
#6708,"Scholderer, Otto",1881_13
#12197,"Scholderer, Viktor",1881_13
#10351,"Dubourg, Victoria",1881_14
#1127,"Fantin-Latour, Henri",1881_14
#1086,"Manet, Edouard",1881_14
#10543,"Scholderer, Luise Philippine Conradine",1881_14
#6708,"Scholderer, Otto",1881_14
#2416,"Bismarck, Otto von",1882_01
#3372,"Constable, John",1882_01
#10351,"Dubourg, Victoria",1882_01
#10360,"Esch, Mlle",1882_01
#1127,"Fantin-Latour, Henri",1882_01
#5377,Gambetta,1882_01
#4978,"Israël, Ferdinand",1882_01
#8316,Rembrandt,1882_01
#1169,"Rubens, Peter Paul",1882_01
#10543,"Scholderer, Luise Philippine Conradine",1882_01
#6708,"Scholderer, Otto",1882_01
#12197,"Scholderer, Viktor",1882_01
#10358,"Edwards, Ruth",1882_02
#1127,"Fantin-Latour, Henri",1882_02
#6708,"Scholderer, Otto",1882_02
#12197,"Scholderer, Viktor",1882_02
#10548,"Sickert, Oswald Adalbert",1882_02
#10351,"Dubourg, Victoria",1882_03
#10358,"Edwards, Ruth",1882_03
#1127,"Fantin-Latour, Henri",1882_03
#10543,"Scholderer, Luise Philippine Conradine",1882_03
#6708,"Scholderer, Otto",1882_03
#12197,"Scholderer, Viktor",1882_03
#1163,"Chardin, Jean-Baptiste Siméon",1882_04
#2091,David,1882_04
#10349,"Dubourg, Charlotte",1882_04
#11949,"Dubourg, Hélène",1882_04
#11950,"Dubourg, Jean-Theodore",1882_04
#10351,"Dubourg, Victoria",1882_04
#10358,"Edwards, Ruth",1882_04
#1127,"Fantin-Latour, Henri",1882_04
#10396,"Hague, Joshua Anderson",1882_04
#10398,"Hamer, W. E.",1882_04
#5917,Millais,1882_04
#6708,"Scholderer, Otto",1882_04
#12197,"Scholderer, Viktor",1882_04
#1079,"Whistler, James Abbott MacNeill",1882_04
#1127,"Fantin-Latour, Henri",1882_05
#10368,"Fantin-Latour, Marie",1882_05
#6708,"Scholderer, Otto",1882_05
#12197,"Scholderer, Viktor",1882_05
#4522,Bela Uiz,1882_06
#12204,"Belt, Richard Claude",1882_06
#6243,"Cazin, Jean Charles",1882_06
#10349,"Dubourg, Charlotte",1882_06
#11949,"Dubourg, Hélène",1882_06
#11950,"Dubourg, Jean-Theodore",1882_06
#10351,"Dubourg, Victoria",1882_06
#10360,"Esch, Mlle",1882_06
#1127,"Fantin-Latour, Henri",1882_06
#12205,"Lawes, Charles Bennett",1882_06
#10530,"Rossetti, Dante Gabriel",1882_06
#10543,"Scholderer, Luise Philippine Conradine",1882_06
#6708,"Scholderer, Otto",1882_06
#12197,"Scholderer, Viktor",1882_06
#6243,"Cazin, Jean Charles",1883_01
#10349,"Dubourg, Charlotte",1883_01
#11949,"Dubourg, Hélène",1883_01
#11950,"Dubourg, Jean-Theodore",1883_01
#10351,"Dubourg, Victoria",1883_01
#10360,"Esch, Mlle",1883_01
#1127,"Fantin-Latour, Henri",1883_01
#6708,"Scholderer, Otto",1883_01
#10299,"Budgett, Sarah",1883_02
#6243,"Cazin, Jean Charles",1883_02
#10351,"Dubourg, Victoria",1883_02
#10358,"Edwards, Ruth",1883_02
#1127,"Fantin-Latour, Henri",1883_02
#1086,"Manet, Edouard",1883_02
#10543,"Scholderer, Luise Philippine Conradine",1883_02
#6708,"Scholderer, Otto",1883_02
#12197,"Scholderer, Viktor",1883_02
#1079,"Whistler, James Abbott MacNeill",1883_02
#3772,"Burty, Philippe",1883_03
#6243,"Cazin, Jean Charles",1883_03
#88,"Duret, Théodore",1883_03
#10358,"Edwards, Ruth",1883_03
#1127,"Fantin-Latour, Henri",1883_03
#4978,"Israël, Ferdinand",1883_03
#1086,"Manet, Edouard",1883_03
#1078,"Monet, Claude",1883_03
#421,"Proust, Antonin",1883_03
#10543,"Scholderer, Luise Philippine Conradine",1883_03
#6708,"Scholderer, Otto",1883_03
#12197,"Scholderer, Viktor",1883_03
#2480,"Zola, Emile",1883_03
#10349,"Dubourg, Charlotte",1883_04
#11949,"Dubourg, Hélène",1883_04
#11950,"Dubourg, Jean-Theodore",1883_04
#10351,"Dubourg, Victoria",1883_04
#10358,"Edwards, Ruth",1883_04
#1127,"Fantin-Latour, Henri",1883_04
#1267,"Legros, Alphonse",1883_04
#1080,"Lenbach, Franz Seraph von",1883_04
#10446,"Magnus, Hermann",1883_04
#10539,"Scholderer, Adolphe",1883_04
#6708,"Scholderer, Otto",1883_04
#12197,"Scholderer, Viktor",1883_04
#4490,Schumann,1883_04
#286,"Thoma, Hans",1883_04
#10349,"Dubourg, Charlotte",1883_05
#11949,"Dubourg, Hélène",1883_05
#11950,"Dubourg, Jean-Theodore",1883_05
#10351,"Dubourg, Victoria",1883_05
#10358,"Edwards, Ruth",1883_05
#1127,"Fantin-Latour, Henri",1883_05
#1086,"Manet, Edouard",1883_05
#6708,"Scholderer, Otto",1883_05
#12197,"Scholderer, Viktor",1883_05
#5445,Burne-Jones,1884_01
#10326,"Cuisin, Charles",1884_01
#10351,"Dubourg, Victoria",1884_01
#10358,"Edwards, Ruth",1884_01
#10360,"Esch, Mlle",1884_01
#1127,"Fantin-Latour, Henri",1884_01
#6708,"Scholderer, Otto",1884_01
#12197,"Scholderer, Viktor",1884_01
#1127,"Fantin-Latour, Henri",1884_02
#10543,"Scholderer, Luise Philippine Conradine",1884_02
#6708,"Scholderer, Otto",1884_02
#12197,"Scholderer, Viktor",1884_02
#10351,"Dubourg, Victoria",1884_03
#1127,"Fantin-Latour, Henri",1884_03
#1086,"Manet, Edouard",1884_03
#6708,"Scholderer, Otto",1884_03
#10351,"Dubourg, Victoria",1884_04
#10358,"Edwards, Ruth",1884_04
#1127,"Fantin-Latour, Henri",1884_04
#6708,"Scholderer, Otto",1884_04
#12197,"Scholderer, Viktor",1884_04
#1127,"Fantin-Latour, Henri",1884_05
#6708,"Scholderer, Otto",1884_05
#5075,Berlioz,1884_06
#10299,"Budgett, Sarah",1884_06
#6243,"Cazin, Jean Charles",1884_06
#10351,"Dubourg, Victoria",1884_06
#10358,"Edwards, Ruth",1884_06
#1127,"Fantin-Latour, Henri",1884_06
#6708,"Scholderer, Otto",1884_06
