ID,Nom,ULAN 2,Renvoi dans lettre no,Date 1,Pref Bio2 1,Pref Bio2 2,Pref Bio2 3,Pref Bio2 4,Pref Bio2 5,Pref Bio2 6,Pref Bio2 7,Pref Bio2 8,Pref Bio2 9
#10449,"Maître, Edmond",,1874_03,1874,,,,,,,,,
#10449,"Maître, Edmond",,1874_04,1874,,,,,,,,,
#10449,"Maître, Edmond",,1874_07,1874,,,,,,,,,
#10449,"Maître, Edmond",,1875_01,1875,,,,,,,,,
#10449,"Maître, Edmond",,1875_02,1875,,,,,,,,,
#10449,"Maître, Edmond",,1875_03,1875,,,,,,,,,
#10449,"Maître, Edmond",,1875_04,1875,,,,,,,,,
#10449,"Maître, Edmond",,1875_05,1875,,,,,,,,,
#10449,"Maître, Edmond",,1875_09,1875,,,,,,,,,
#10449,"Maître, Edmond",,1876_07,1876,,,,,,,,,
#10449,"Maître, Edmond",,1876_13,1876,,,,,,,,,
#10449,"Maître, Edmond",,1877_04,1877,,,,,,,,,
#10449,"Maître, Edmond",,1878_01,1878,,,,,,,,,
#10449,"Maître, Edmond",,1878_02,1878,,,,,,,,,
#463,"Degas, Edgar",500115194,1871_04,1871,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1871_05,1871,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1871_08,1871,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1874_04,1874,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1874_07,1874,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1875_01,1875,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1876_03,1876,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1876_05,1876,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1876_15,1876,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1877_02,1877,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1877_03,1877,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1877_04,1877,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1877_07,1877,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1877_08,1877,French,painter,and,"sculptor,",1834-1917,,,,
#463,"Degas, Edgar",500115194,1878_08,1878,French,painter,and,"sculptor,",1834-1917,,,,
#163,"Delacroix, Eugène",500115509,1871_04,1871,French,"painter,",1798-1863,,,,,,
#163,"Delacroix, Eugène",500115509,1871_07,1871,French,"painter,",1798-1863,,,,,,
#163,"Delacroix, Eugène",500115509,1874_08,1874,French,"painter,",1798-1863,,,,,,
#163,"Delacroix, Eugène",500115509,1875_01,1875,French,"painter,",1798-1863,,,,,,
#163,"Delacroix, Eugène",500115509,1876_04,1876,French,"painter,",1798-1863,,,,,,
#163,"Delacroix, Eugène",500115509,1877_04,1877,French,"painter,",1798-1863,,,,,,
#163,"Delacroix, Eugène",500115509,1877_07,1877,French,"painter,",1798-1863,,,,,,
#163,"Delacroix, Eugène",500115509,1877_08,1877,French,"painter,",1798-1863,,,,,,
#163,"Delacroix, Eugène",500115509,1878_12,1878,French,"painter,",1798-1863,,,,,,
#163,"Delacroix, Eugène",500115509,1878_13,1878,French,"painter,",1798-1863,,,,,,
#163,"Delacroix, Eugène",500115509,1878_14,1878,French,"painter,",1798-1863,,,,,,
#163,"Delacroix, Eugène",500115509,1878_15,1878,French,"painter,",1798-1863,,,,,,
#1063,"Millet, Jean-François",500012529,1871_04,1871,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1873_04,1873,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1874_03,1874,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1874_07,1874,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1874_08,1874,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1875_02,1875,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1875_03,1875,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1875_05,1875,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1875_09,1875,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1875_10,1875,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1875_11,1875,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1876_03,1876,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1877_04,1877,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1877_07,1877,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1877_08,1877,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1878_07,1878,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1878_13,1878,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1878_14,1878,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1878_15,1878,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1878_16,1878,French,painter,and,"draftsman,",1814-1875,,,,
#1063,"Millet, Jean-François",500012529,1878_17,1878,French,painter,and,"draftsman,",1814-1875,,,,
#134,"Baudelaire, Charles",500046443,1871_04,1871,French,writer,and,"critic,",1821-1867,,,,
#134,"Baudelaire, Charles",500046443,1871_07,1871,French,writer,and,"critic,",1821-1867,,,,
#134,"Baudelaire, Charles",500046443,1877_05,1877,French,writer,and,"critic,",1821-1867,,,,
#134,"Baudelaire, Charles",500046443,1877_06,1877,French,writer,and,"critic,",1821-1867,,,,
#2390,"Goethe, Johann Wolfgang von",500014761,1871_04,1871,German,"author,","statesman,",and,"artist,",1749-1832,,,
#2390,"Goethe, Johann Wolfgang von",500014761,1874_08,1874,German,"author,","statesman,",and,"artist,",1749-1832,,,
#2390,"Goethe, Johann Wolfgang von",500014761,1875_01,1875,German,"author,","statesman,",and,"artist,",1749-1832,,,
#2390,"Goethe, Johann Wolfgang von",500014761,1875_11,1875,German,"author,","statesman,",and,"artist,",1749-1832,,,
#8318,"Tintoretto, Jacopo",500011407,1871_05,1871,Venetian,"painter,",1519-1594,,,,,,
#10424,"Kauffmann, Hugo Wilhelm",,1871_05,1871,,,,,,,,,
#11830,"Degas, Auguste",,1871_05,1871,,,,,,,,,
#5579,"Buonarroti, Michelangelo",500010654,1871_05,1871,Italian,"sculptor,","painter,","architect,",1475-1564,,,,
#10301,"Burnitz, Karl Peter",500022172,1871_02,1871,German,painter,and,"draftsman,",1824-1886,,,,
#10301,"Burnitz, Karl Peter",500022172,1872_01,1872,German,painter,and,"draftsman,",1824-1886,,,,
#6243,"Cazin, Jean Charles",500002204,1872_01,1872,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1872_02,1872,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1872_03,1872,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1872_04,1872,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1873_04,1873,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1874_01,1874,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1874_03,1874,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1874_05,1874,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1874_07,1874,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1875_01,1875,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1875_05,1875,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1875_09,1875,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1877_01,1877,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1877_03,1877,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1877_04,1877,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1877_07,1877,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1877_08,1877,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1878_08,1878,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1878_09,1878,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#6243,"Cazin, Jean Charles",500002204,1878_10,1878,French,"painter,","printmaker,",and,"ceramicist,",1841-1901,,,
#1232,Galerie Durand-Ruel,500310300,1872_01,1872,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1872_03,1872,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1872_04,1872,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1873_01,1873,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1873_02,1873,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1873_04,1873,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1874_01,1874,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1874_07,1874,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1874_08,1874,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1875_01,1875,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1876_08,1876,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1878_12,1878,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1878_13,1878,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1878_14,1878,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1878_15,1878,French,"repository,","Paris,",contemporary,,,,,
#1232,Galerie Durand-Ruel,500310300,1878_16,1878,French,"repository,","Paris,",contemporary,,,,,
#1456,"Jacquemart, Jules Ferdinand",500006882,1872_02,1872,French,painter,and,"printmaker,",1837-1880,,,,
#10281,"Balleroy, Albert de",500049277,1871_08,1871,French,"painter,",1828-1873,,,,,,
#10281,"Balleroy, Albert de",500049277,1872_03,1872,French,"painter,",1828-1873,,,,,,
#10281,"Balleroy, Albert de",500049277,1872_04,1872,French,"painter,",1828-1873,,,,,,
#11942,"Bernheim, Georges",,1872_04,1872,,,,,,,,,
#2204,"Gonzales, Eva",,1872_04,1872,,,,,,,,,
#10505,"Powerscourt, vicomte",,1873_04,1873,,,,,,,,,
#10516,"Reignier, Jean-François",,1873_04,1873,,,,,,,,,
#11947,"Cazin, Marie",,1874_01,1874,,,,,,,,,
#4862,"Winkler, Friedrich",,1874_02,1874,,,,,,,,,
#10509,"Prud’hon, Pierre Paul",,1874_04,1874,,,,,,,,,
#10367,"Fantin-Latour, Nathalie",,1872_04,1872,,,,,,,,,
#10367,"Fantin-Latour, Nathalie",,1873_01,1873,,,,,,,,,
#10367,"Fantin-Latour, Nathalie",,1874_04,1874,,,,,,,,,
#1154,"Renoir, Pierre-Auguste",500115467,1874_04,1874,French,"painter,","printmaker,",and,"sculptor,",1841-1919,,,
#1154,"Renoir, Pierre-Auguste",500115467,1874_07,1874,French,"painter,","printmaker,",and,"sculptor,",1841-1919,,,
#1154,"Renoir, Pierre-Auguste",500115467,1874_08,1874,French,"painter,","printmaker,",and,"sculptor,",1841-1919,,,
#1154,"Renoir, Pierre-Auguste",500115467,1875_05,1875,French,"painter,","printmaker,",and,"sculptor,",1841-1919,,,
#1154,"Renoir, Pierre-Auguste",500115467,1877_04,1877,French,"painter,","printmaker,",and,"sculptor,",1841-1919,,,
#558,"Sisley, Alfred",500027485,1874_02,1874,French,and,British,"painter,",1839-1899,,,,
#558,"Sisley, Alfred",500027485,1874_03,1874,French,and,British,"painter,",1839-1899,,,,
#558,"Sisley, Alfred",500027485,1874_04,1874,French,and,British,"painter,",1839-1899,,,,
#558,"Sisley, Alfred",500027485,1875_05,1875,French,and,British,"painter,",1839-1899,,,,
#558,"Sisley, Alfred",500027485,1877_04,1877,French,and,British,"painter,",1839-1899,,,,
#1072,"Pissarro, Camille",500001924,1871_01,1871,French,painter,and,"printmaker,",1831-1903,,,,
#1072,"Pissarro, Camille",500001924,1874_02,1874,French,painter,and,"printmaker,",1831-1903,,,,
#1072,"Pissarro, Camille",500001924,1874_03,1874,French,painter,and,"printmaker,",1831-1903,,,,
#1072,"Pissarro, Camille",500001924,1874_04,1874,French,painter,and,"printmaker,",1831-1903,,,,
#1072,"Pissarro, Camille",500001924,1875_05,1875,French,painter,and,"printmaker,",1831-1903,,,,
#1072,"Pissarro, Camille",500001924,1876_08,1876,French,painter,and,"printmaker,",1831-1903,,,,
#1072,"Pissarro, Camille",500001924,1877_04,1877,French,painter,and,"printmaker,",1831-1903,,,,
#1078,"Monet, Claude",500019484,1874_02,1874,French,"painter,",1840-1926,,,,,,
#1078,"Monet, Claude",500019484,1874_03,1874,French,"painter,",1840-1926,,,,,,
#1078,"Monet, Claude",500019484,1874_04,1874,French,"painter,",1840-1926,,,,,,
#1078,"Monet, Claude",500019484,1875_05,1875,French,"painter,",1840-1926,,,,,,
#1078,"Monet, Claude",500019484,1876_08,1876,French,"painter,",1840-1926,,,,,,
#1078,"Monet, Claude",500019484,1877_04,1877,French,"painter,",1840-1926,,,,,,
#7755,"Tassaert, Octave",500011634,1874_04,1874,French,painter,and,"printmaker,",1800-1874,,,,
#7755,"Tassaert, Octave",500011634,1878_07,1878,French,painter,and,"printmaker,",1800-1874,,,,
#7755,"Tassaert, Octave",500011634,1878_12,1878,French,painter,and,"printmaker,",1800-1874,,,,
#7755,"Tassaert, Octave",500011634,1878_13,1878,French,painter,and,"printmaker,",1800-1874,,,,
#7755,"Tassaert, Octave",500011634,1878_14,1878,French,painter,and,"printmaker,",1800-1874,,,,
#7755,"Tassaert, Octave",500011634,1878_15,1878,French,painter,and,"printmaker,",1800-1874,,,,
#3693,"Lecoq de Boisbaudran, Horace",,1874_06,1874,,,,,,,,,
#7782,"Valton, Edmond Eugène",500048905,1874_06,1874,French,"painter,",1836-1910,,,,,,
#10550,"Sinet, Louis René Hippolyte",,1874_06,1874,,,,,,,,,
#10422,"Jullien, Adolphe",,1871_09,1871,,,,,,,,,
#10422,"Jullien, Adolphe",,1875_01,1875,,,,,,,,,
#10422,"Jullien, Adolphe",,1875_03,1875,,,,,,,,,
#1176,"Regnault, Henri",500022082,1875_02,1875,French,"painter,",1843-1871,,,,,,
#7599,"Fortuny y Carbó, Mariano José María Bernardo",500031539,1873_04,1873,Spanish,"painter,",1838-1874,,,,,,
#7599,"Fortuny y Carbó, Mariano José María Bernardo",500031539,1875_02,1875,Spanish,"painter,",1838-1874,,,,,,
#9226,"Mérimée, Prosper",500024376,1875_02,1875,French,"painter,",1803-1870,,,,,,
#9226,"Mérimée, Prosper",500024376,1875_03,1875,French,"painter,",1803-1870,,,,,,
#9226,"Mérimée, Prosper",500024376,1875_04,1875,French,"painter,",1803-1870,,,,,,
#9226,"Mérimée, Prosper",500024376,1875_05,1875,French,"painter,",1803-1870,,,,,,
#10305,"Carlyle, Thomas",,1875_04,1875,,,,,,,,,
#10290,"Boehm, Joseph Edgar Sir",,1875_04,1875,,,,,,,,,
#10453,"Manet, Eugène",,1875_05,1875,,,,,,,,,
#10546,"Schuré, Édouard",,1875_11,1875,,,,,,,,,
#10405,"Heem, Jan",,1875_15,1875,,,,,,,,,
#10512,"Raff, Joachim",,1875_15,1875,,,,,,,,,
#8335,"Brouwer, Adriaen",500012394,1875_15,1875,Flemish,"painter,",1605/1606-1638,,,,,,
#1323,"Schopenhauer, Arthur",,1875_15,1875,,,,,,,,,
#1323,"Schopenhauer, Arthur",,1875_17,1875,,,,,,,,,
#2109,"Böcklin, Arnold",500016466,1875_17,1875,Swiss-German,"painter,",1827-1901,,,,,,
#10469,"Meyerbeer, Giacomo",,1875_17,1875,,,,,,,,,
#10481,"Morrison, famille",,1873_04,1873,,,,,,,,,
#10481,"Morrison, famille",,1876_01,1876,,,,,,,,,
#11950,"Dubourg, Jean-Theodore",,1875_15,1875,,,,,,,,,
#11950,"Dubourg, Jean-Theodore",,1875_16,1875,,,,,,,,,
#11950,"Dubourg, Jean-Theodore",,1875_17,1875,,,,,,,,,
