ID,Nom,ULAN 2,Renvoi dans lettre no,Date 1,Pref Bio2 1,Pref Bio2 2,Pref Bio2 3,Pref Bio2 4,Pref Bio2 5,Pref Bio2 6,Pref Bio2 7,Pref Bio2 8,Pref Bio2 9
#8319,Titian,500031075,1871_05,1871,Venetian,"painter,",ca.,1488-1576,,,,,
#8319,Titian,500031075,1871_09,1871,Venetian,"painter,",ca.,1488-1576,,,,,
#8319,Titian,500031075,1871_02,1871,Venetian,"painter,",ca.,1488-1576,,,,,
#9331,Correggio,500006208,1871_09,1871,Italian,"painter,",ca.,1489-1534,,,,,
#10525,"Ritter, Francine",,1870_01,1870,French,,,,,,,,
#10525,"Ritter, Francine",,1871_06,1871,French,,,,,,,,
#10525,"Ritter, Francine",,1871_08,1871,French,,,,,,,,
#10525,"Ritter, Francine",,1871_09,1871,French,,,,,,,,
#10525,"Ritter, Francine",,1873_03,1873,French,,,,,,,,
#10525,"Ritter, Francine",,1873_04,1873,French,,,,,,,,
#10526,"Ritter, Monsieur",,1870_01,1870,French,,,,,,,,
#10526,"Ritter, Monsieur",,1871_08,1871,French,,,,,,,,
#10526,"Ritter, Monsieur",,1871_09,1871,French,,,,,,,,
#10526,"Ritter, Monsieur",,1873_04,1873,French,,,,,,,,
#10540,"Scholderer, Emil",,1874_01,1874,French,,,,,,,,
#10540,"Scholderer, Emil",,1875_15,1875,French,,,,,,,,
#10540,"Scholderer, Emil",,1878_01,1878,French,,,,,,,,
#10540,"Scholderer, Emil",,1878_11,1878,French,,,,,,,,
#2400,"Hals, Frans",500027794,1877_01,1877,Dutch,"painter,",ca.,1581-1666,,,,,
#1163,"Chardin, Jean-Siméon",500115331,1875_15,1875,French,painter,and,"draftsman,",1699-1779,,,,
#4472,Giorgione,500028290,1871_02,1871,Italian,"painter,",1477-1510,,,,,,
#4472,Giorgione,500028290,1871_09,1871,Italian,"painter,",1477-1510,,,,,,
#4472,Giorgione,500028290,1877_01,1877,Italian,"painter,",1477-1510,,,,,,
#11799,"Schreyer, Christian Adolf",500024778,1871_05,1871,German,"painter,",1828-1899,,,,,,
#11799,"Schreyer, Christian Adolf",500024778,1874_01,1874,German,"painter,",1828-1899,,,,,,
#2798,"Daubigny, Charles François",500115164,1871_02,1871,French,"landscapist,",1817-1878,,,,,,
#2798,"Daubigny, Charles François",500115164,1878_07,1878,French,"landscapist,",1817-1878,,,,,,
#2798,"Daubigny, Charles François",500115164,1878_12,1878,French,"landscapist,",1817-1878,,,,,,
#2798,"Daubigny, Charles François",500115164,1878_13,1878,French,"landscapist,",1817-1878,,,,,,
#2798,"Daubigny, Charles François",500115164,1878_14,1878,French,"landscapist,",1817-1878,,,,,,
#2798,"Daubigny, Charles François",500115164,1878_15,1878,French,"landscapist,",1817-1878,,,,,,
#1069,"Gérôme, Jean-Léon",500115563,1878_05,1878,French,painter,and,"sculptor,",1824-1904,,,,
#6162,Ritter,,1871_01,1871,French,,,,,,,,
#6162,Ritter,,1871_02,1871,French,,,,,,,,
#10560,"Steinhardt, Friedrich Karl",500173783,1870_01,1870,German,"painter,",1844-1895,,,,,,
#10560,"Steinhardt, Friedrich Karl",500173783,1870_02,1870,German,"painter,",1844-1895,,,,,,
#10560,"Steinhardt, Friedrich Karl",500173783,1870_03,1870,German,"painter,",1844-1895,,,,,,
#10560,"Steinhardt, Friedrich Karl",500173783,1870_04,1870,German,"painter,",1844-1895,,,,,,
#10560,"Steinhardt, Friedrich Karl",500173783,1871_01,1871,German,"painter,",1844-1895,,,,,,
#10560,"Steinhardt, Friedrich Karl",500173783,1871_09,1871,German,"painter,",1844-1895,,,,,,
#10560,"Steinhardt, Friedrich Karl",500173783,1874_02,1874,German,"painter,",1844-1895,,,,,,
#10378,"Fry, Clarence Edward",500080271,1869_01,1869,British,"photographer,",active,ca.,1863,,,,
#11945,"Du Maurier, George",500002590,1869_01,1869,English,illustrator,and,"writer,",1834-1896,,,,
#1338,"Doré, Gustave",500013657,1869_01,1869,French,"printmaker,","painter,",and,"sculptor,",1832-1883,,,
#10429,"La Caze, Louis",500184645,1869_01,1869,French,"painter,","physician,",and,"collector,",1798-1869,,,
#10429,"La Caze, Louis",500184645,1875_15,1875,French,"painter,","physician,",and,"collector,",1798-1869,,,
#7494,"Velázquez, Diego",500016881,1869_01,1869,Spanish,"painter,",1599-1660,,,,,,
#7494,"Velázquez, Diego",500016881,1871_05,1871,Spanish,"painter,",1599-1660,,,,,,
#7494,"Velázquez, Diego",500016881,1874_05,1874,Spanish,"painter,",1599-1660,,,,,,
#1116,"Courbet, Gustave",500010927,1869_01,1869,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1871_01,1871,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1871_02,1871,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1871_03,1871,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1871_04,1871,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1871_05,1871,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1871_08,1871,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1872_01,1872,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1872_04,1872,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1873_01,1873,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1875_04,1875,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1878_01,1878,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1878_07,1878,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1878_08,1878,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1878_12,1878,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1878_13,1878,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1878_14,1878,French,painter,and,"designer,",1819-1877,,,,
#1116,"Courbet, Gustave",500010927,1878_15,1878,French,painter,and,"designer,",1819-1877,,,,
#3352,"Müller, Victor",500019670,1869_01,1869,German,"painter,",1829-1871,,,,,,
#3352,"Müller, Victor",500019670,1869_02,1869,German,"painter,",1829-1871,,,,,,
#3352,"Müller, Victor",500019670,1870_02,1870,German,"painter,",1829-1871,,,,,,
#3352,"Müller, Victor",500019670,1871_02,1871,German,"painter,",1829-1871,,,,,,
#3352,"Müller, Victor",500019670,1871_04,1871,German,"painter,",1829-1871,,,,,,
#3352,"Müller, Victor",500019670,1871_06,1871,German,"painter,",1829-1871,,,,,,
#3352,"Müller, Victor",500019670,1871_07,1871,German,"painter,",1829-1871,,,,,,
#3352,"Müller, Victor",500019670,1872_01,1872,German,"painter,",1829-1871,,,,,,
#3352,"Müller, Victor",500019670,1878_08,1878,German,"painter,",1829-1871,,,,,,
#1086,"Manet, Edouard",500010363,1869_01,1869,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1869_02,1869,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1870_02,1870,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1870_03,1870,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1870_04,1870,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1871_01,1871,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1871_02,1871,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1871_04,1871,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1871_05,1871,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1871_06,1871,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1871_08,1871,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1871_09,1871,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1872_01,1872,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1872_02,1872,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1872_03,1872,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1872_04,1872,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1873_01,1873,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1873_02,1873,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1873_03,1873,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1873_04,1873,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1874_01,1874,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1874_02,1874,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1874_03,1874,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1874_04,1874,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1874_06,1874,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1874_07,1874,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1875_02,1875,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1875_03,1875,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1875_04,1875,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1875_05,1875,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1875_11,1875,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1876_02,1876,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1876_03,1876,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1876_04,1876,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1876_07,1876,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1876_08,1876,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1876_15,1876,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1877_02,1877,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1877_04,1877,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1877_08,1877,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1878_01,1878,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1878_02,1878,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1878_08,1878,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#1086,"Manet, Edouard",500010363,1878_09,1878,French,"painter,","printmaker,",and,"draftsman,",1832-1883,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1869_01,1869,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1871_02,1871,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1871_04,1871,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1874_07,1874,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1875_01,1875,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1875_02,1875,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1875_03,1875,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1875_04,1875,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1875_05,1875,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1875_09,1875,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1875_10,1875,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1875_11,1875,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1877_04,1877,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1877_07,1877,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1877_08,1877,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1878_07,1878,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1878_12,1878,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1878_13,1878,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1878_14,1878,French,painter,and,"draftsman,",1796-1875,,,,
#640,"Corot, Jean-Baptiste-Camille",500115390,1878_15,1878,French,painter,and,"draftsman,",1796-1875,,,,
#6708,"Scholderer, Otto",500029904,1869_01,1869,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1869_02,1869,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1870_01,1870,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1870_02,1870,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1870_03,1870,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1870_04,1870,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1871_01,1871,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1871_02,1871,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1871_03,1871,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1871_04,1871,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1871_05,1871,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1871_06,1871,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1871_07,1871,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1871_08,1871,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1871_09,1871,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1872_01,1872,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1872_02,1872,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1872_03,1872,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1872_04,1872,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1873_01,1873,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1873_02,1873,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1873_03,1873,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1873_04,1873,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1873_05,1873,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1874_01,1874,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1874_02,1874,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1874_03,1874,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1874_04,1874,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1874_05,1874,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1874_06,1874,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1874_07,1874,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1874_08,1874,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_01,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_02,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_03,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_04,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_05,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_06,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_07,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_08,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_09,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_10,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_11,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_12,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_13,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_14,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_15,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_16,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_17,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1875_18,1875,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_01,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_02,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_03,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_04,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_05,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_06,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_07,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_08,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_09,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_10,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_11,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_12,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_13,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_14,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_15,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_16,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_17,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1876_18,1876,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1877_01,1877,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1877_02,1877,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1877_03,1877,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1877_04,1877,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1877_05,1877,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1877_06,1877,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1877_07,1877,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1877_08,1877,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1877_09,1877,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_01,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_02,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_03,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_04,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_05,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_06,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_07,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_08,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_09,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_10,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_11,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_12,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_13,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_14,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_15,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_16,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_17,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_18,1878,German,"painter,",1834-1902,,,,,,
#6708,"Scholderer, Otto",500029904,1878_19,1878,German,"painter,",1834-1902,,,,,,
#1127,"Fantin-Latour, Henri",500025754,1869_01,1869,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1869_02,1869,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1870_01,1870,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1870_02,1870,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1870_03,1870,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1870_04,1870,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1871_01,1871,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1871_02,1871,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1871_03,1871,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1871_04,1871,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1871_05,1871,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1871_06,1871,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1871_07,1871,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1871_08,1871,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1871_09,1871,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1872_01,1872,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1872_02,1872,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1872_03,1872,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1872_04,1872,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1873_01,1873,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1873_02,1873,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1873_03,1873,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1873_04,1873,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1873_05,1873,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1874_01,1874,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1874_02,1874,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1874_03,1874,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1874_04,1874,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1874_05,1874,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1874_06,1874,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1874_07,1874,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1874_08,1874,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_01,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_02,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_03,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_04,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_05,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_06,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_07,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_08,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_09,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_10,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_11,1875,French,painter,and,"printmaker,",1836-1904,,,,
